,source_name,normalized_url,review_source_id,reviewer_source_id,brand_name,product_name,product_source_id,review_date,review_rating,review_content
21,amazon,acuitybrands.com,RYV0ZGQQU5Q1I,amzn1.account.AHSR5QCXAFHFCHH47YREOCUZ5RQA,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-05-04 00:00:00,5.0," At first, I was skeptical of “instant” coffee. I was pleasantly surprised! It’s delicious, aromatic, and convenient. It’s really great if I just want half a cup of coffee and don’t want to make a full press. I’m a believer in Jot. "
22,amazon,javycoffee.com,R3VW4798Q5WYH1,amzn1.account.AEUN25VSB63XHY5R5K6YW6QKGLAA,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-21 00:00:00,5.0, FLAVOR 
23,amazon,acuitybrands.com,R2LQQR8YSTX6RW,amzn1.account.AHHBAKNEPYVS7DLHPIJOODF2B62A,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-05-27 00:00:00,5.0," This is by far the highest quality concentrated coffee I’ve tried. In fact nothing on the market compares.I  highly recommend for coffee lovers, parents, athletes (great in a smoothie), chefs and bakers as well. Endless possibilities with this little bottle of joy! "
24,amazon,javycoffee.com,R3KNW7ODDYETRT,amzn1.account.AE3XD2M75KDK7A2JRPY7ORBIOTZQ,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-13 00:00:00,5.0," This was one of the best purchases i’ve ever bought! my guilty pleasure is spending 6$ on a coffee from starbucks, and this bottle has 30 servings for 20$!! add a little creamer and milk and you have the fastest, cheapest, most delicious coffee! not to mention you can make it hot or cold, i find it difficult to make a good iced coffee because my ice always waters down way too fast and i can’t drink it in time. with this you have plenty of time. my favorite! "
25,amazon,javycoffee.com,R2RTHBKL8ZZGVN,amzn1.account.AHLTXCSVQ66DNPG2XDY75ZT4RH3A,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-22 00:00:00,5.0, Delicious! Tastes like chocolate and nuts. I make mine with vanilla soy milk and drink it cold. I love that it takes no time at all to make my coffee now 
26,amazon,javycoffee.com,R2ADVBANN4SK1V,amzn1.account.AHSPPO5EWO2YMSX3AH7SRVY2RTIA,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-16 00:00:00,5.0, It has a great flavor and is so easy to use. When added to milk (with some sugar) it tastes exactly like those Starbucks glass bottles. Particularly easy if you don't like waiting for your coffee to brew in the morning or going through the process to make ice coffee. 
27,amazon,acuitybrands.com,R2HS47RLI9303F,amzn1.account.AHB4CYMA6KHE3QNO47IOEJXVNQ4A,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-06-18 00:00:00,4.0, I don’t have to wait 12 hours for cold brew coffee anymore. 
28,amazon,acuitybrands.com,R188IOEOFUDZ4U,amzn1.account.AEZJCN4SCIGGM7IUUIHKUIQCEOAQ,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-04-29 00:00:00,4.0, Jot is the best coffee option if you are on a road trip or don't have time to brew coffee at home. 
29,amazon,acuitybrands.com,R2YC1357UOKPBK,amzn1.account.AH3HS3YTD2RKAHN3DKHLOJ4JU32A,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-04-20 00:00:00,5.0, Already a huge fan of Jot and absolutely thrilled to find it on Amazon!! This is a mid-day slump game-changer and perfect in my protein shakes! 
30,amazon,javycoffee.com,R32JSM1AFJXJIJ,amzn1.account.AEX5NKPUSTY7CE3FTYAHXNQMRVGA,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-02 00:00:00,3.0, It’s ookkk..... I’m definitely not impressed with it. It has a very chemical aftertaste that most concentrate coffees have. 
31,amazon,javycoffee.com,R1P095ADN6J52G,amzn1.account.AENXEYZT4TPNK2T63ZYVHJGKNMRQ,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-15 00:00:00,5.0," This is my first time trying a microdose coffee, and I absolutely love it. I add it to my protein drink in the morning for that extra boost of energy and a great coffee flavor. Cold or hot, this stuff is fantastic any way you make it. "
32,amazon,acuitybrands.com,R245XSD11N7DXC,amzn1.account.AEIC2KD2CBITSMFK3WWFCYMLR74A,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-04-23 00:00:00,5.0, I bought this for my coffee/caffeine loving brother in law for his birthday. It’s safe to say he’s a fan. Received the image with a text saying ‘so good!’ I wanted something unique but also useful - so glad I found this stuff! 
33,amazon,acuitybrands.com,R37ZZ63GUPTMP8,amzn1.account.AE7KCPFPRSVUBLC5J432R6TMF7TQ,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-05-04 00:00:00,5.0, I know you can just add water or milk but i've been putting it in my normal drip coffee. Necessary...no. Amazing buzz...yes. 10/10 would buy again. 
34,amazon,acuitybrands.com,R2753WTYSQEWYM,amzn1.account.AF3YZBSK24SSOZ4U6OV4ABAHK3HA,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-06-22 00:00:00,5.0, The flavor of this concentrate is the magic.  :-)  Iced coffee - yes please! 
35,amazon,javycoffee.com,R1PHH3Q2Z0QB5M,amzn1.account.AGMIFBPXLSTV5I7WPMQILNSFZ4CA,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-02-15 00:00:00,5.0, This stuff is STRONG and I love it! I drink quite a bit of coffee and was needing something more cost efficient so I bought this concentrate. - the flavor is amazing - the cost is wayyy cheaper than my normal coffee from the local shop - it’s really easy to make! - It’s easy to take with me when I travel My wife also loves it which is surprising because she’s very picky with her coffee! Overall this is my favorite concentrate that I’ve tried and you guys have a new customer! 
36,amazon,acuitybrands.com,R1POVH7RMHXFGU,amzn1.account.AGY2SDK5WU2EBGT3WMXPSFEBYMSA,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-04-15 00:00:00,5.0," It is absolutely delicious, and has saved me from the daily trip to my local cafe. I absolutely love this coffee, and another plus is, it's so easy to travel with. I love the ethos of the company...no waste, everything composted and recycled. Its a superior product in every way. "
37,amazon,javycoffee.com,R3PEOZUJK5ZPH4,amzn1.account.AHH5M7RQ4UVIF3N224JYUNEZ3SEA,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-03 00:00:00,5.0, I absolutely LOVE JAVY!!!  It is the best coffee on the market!! 
38,amazon,javycoffee.com,R1P6JQH77Y3M2O,amzn1.account.AHBGRIZYJHCO6IZTRZDZH5LGKP3Q,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-08 00:00:00,5.0," Absolutely love this alone or as an extra ""shot"" in my coffee.  On my 3rd bottle already! "
39,amazon,javycoffee.com,R3J63J4D4DZVVS,amzn1.account.AE7KLPE4FUZUA2X33NJ6PKURHGNQ,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-25 00:00:00,5.0, I needed to switch to decaf and I found this much easier to make and this is very good and it is not necessary to use much to get a good flavor. 
40,amazon,acuitybrands.com,R1HGJ10P15EPCS,amzn1.account.AHTYY6PGDCMQOS7UJAHRWGFKLFAA,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-08-19 00:00:00,5.0," It's tasty, versatile, and a quick pick-me-up, or a good way to start your day. Makes a surprisingly good latte.. Add a serving to your chocolate milk. Don't ask questions, just do it. "
41,amazon,acuitybrands.com,RA7EA7YCV41EG,amzn1.account.AFIET7YET37RPDKMQRCPJ5N7EG5Q,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-04-19 00:00:00,5.0," Jot makes a better cup of coffee than the pour-overs I used to make for myself using fresh ground top quality beans. and all I have to do is boil water, it takes a tenth of the time and no equipment. "
42,amazon,acuitybrands.com,RRI8SFWZ6H1OU,amzn1.account.AFYH3SMXF4S5OB73NLLIP3QE7UVQ,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-08-01 00:00:00,5.0," Loved it! Very smooth taste, used just a tad more than recommended for iced coffee. "
43,amazon,acuitybrands.com,R1TQB1WD9XL9O9,amzn1.account.AGL76HDILY5M7LARIM2EYBSSLC2Q,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-06-20 00:00:00,5.0, This is delicious with milk! I love that it’s also in a glass bottle. 💛 🌎 
44,amazon,acuitybrands.com,R30TU3ADURH5JS,amzn1.account.AG4GV7JIOSB4MHJMHBUBYL2YRKMQ,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-06-15 00:00:00,5.0, Easy!!!!! I don’t even need a sweetener. The flavors are enough. 
45,amazon,acuitybrands.com,R2BCSY7F42AFP7,amzn1.account.AFIJBGXPG2A5WM5U4HAMCVJU6FPQ,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-07-12 00:00:00,5.0, Like fair trade practices and no waste. 
46,amazon,acuitybrands.com,R1829PVGKRCZAM,amzn1.account.AG2A4WRQYPBO4XGA2YBNEYD74J4A,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-04-21 00:00:00,5.0," Loving this. Maybe the best coffee I've ever had? Delicious /balanced /rich flavor without the coffee weirds or jitters (I'm pretty sensitive to caffeine normally). Like stopping at a high end coffee emporium but making in my kitchen in 20 seconds, for cheaper. My new ritual. "
47,amazon,javycoffee.com,R3QOSH369L91G3,amzn1.account.AHKO72MRGFUECUG4MYA2K56VJVPQ,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-04 00:00:00,5.0, love it & the coffee flavor!! makes making coffee in the morning so easy 
48,amazon,acuitybrands.com,R113ZF0T92XZ9F,amzn1.account.AHNTE5BEXOPSUJLTPHN5HSV7Z5ZQ,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-06-07 00:00:00,5.0," The flavor is great, the convenience is in point. "
49,amazon,acuitybrands.com,RPR9E18KDOO4Y,amzn1.account.AHHJRVTBYHV7D6UXNRLLFAN7H4SA,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-07-02 00:00:00,4.0, Best tasting coffee I’ve ever had. It has a smooth taste and it gives it a kick that you need. 
50,amazon,javycoffee.com,R24DCFAEFVUNCP,amzn1.account.AGXX6NTNG3IR3PVWFIXB54APNM3Q,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-23 00:00:00,5.0," After trying several different coffee concentrates, I have decided that this one has the best flavor and the most servings per bottle. I may even use it to dye my hair! "
51,amazon,javycoffee.com,RM9KMW6I5B09Z,amzn1.account.AEQFZU2EN45L3Q2W2HU4CJAL6PEQ,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-19 00:00:00,5.0," This is perfect for an at home latte. I’d been thinking about purchasing an espresso maker but I don’t have the space for it and I wasn’t sure if I would use it enough to really justify the cost. I’m so glad I didn’t because the Javvy concentrate is quick, easy and the taste is surprisingly good. Heat and froth your milk, add 2 teaspoons of Javvy and you have yourself a latte! "
52,amazon,javycoffee.com,R14ICYMA98WYO6,amzn1.account.AH6ON25A6GZXTYL5J4RV2QSPHNKQ,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-02-28 00:00:00,5.0, Yum 
